Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,-1.36493408679962,-1.35471308231354,-1.54022777080536,-1.53007459640503,-1.50287592411041,-1.41931009292603,-1.49336087703705,-1.15226578712463,-1.18368434906006,-1.15493178367615
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-1.36164617538452,-1.39739489555359,-1.29146802425385,-1.38659679889679,-1.50175786018372,-1.5191125869751,-1.61153948307037,-1.67058789730072,-1.88003480434418,-1.98701369762421
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.41106843948364,-2.56262516975403,-2.6621561050415,-2.7949755191803,-2.75344133377075,-2.65253973007202,-2.702721118927,-2.51867604255676,-2.54495596885681,-2.48408055305481
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.4377019405365,-1.51620066165924,-1.52253365516663,-1.58117640018463,-1.68912386894226,-1.74210047721863,-1.83140671253204,-1.87723398208618,-1.65984559059143,-1.64964091777802
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.13552260398865,-1.11762809753418,-1.03783690929413,-0.990954160690308,-1.00768673419952,-1.00671291351318,-1.07826685905457,-1.56838941574097,-1.75352871417999,-1.85290133953094
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-1.12413370609283,-1.0188262462616,-1.33969509601593,-1.36301040649414,-1.13820362091064,-1.11377799510956,-1.38916301727295,-1.31168210506439,-1.27180624008179,-1.26642525196075
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.5865718126297,-0.54514080286026,-0.472373723983765,-0.481386840343475,-0.546018898487091,-0.564274072647095,-0.573538780212402,-0.577179968357086,-0.408189445734024,-0.332218527793884
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.0497708097100258,0.0275752544403076,0.0290823616087437,0.0985528454184532,0.0805245339870453,-0.0623007006943226,-0.155121222138405,-0.0359850227832794,0.0645405352115631,0.250855356454849
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.485986232757568,0.341639041900635,0.337447881698608,0.373770743608475,0.366779267787933,0.11010505259037,0.0886125192046165,0.196371927857399,0.106261312961578,0.183348968625069
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.311199098825455,-0.31968680024147,-0.322631984949112,-0.414191573858261,-0.414752036333084,-0.426317363977432,-0.378028213977814,-0.280716270208359,-0.165585100650787,-0.164097368717194
Albania,ALB,Voice and Accountability: Estimate,VA.EST,0.143689781427383,0.157135263085365,0.171097502112389,0.203885167837143,0.188786596059799,0.141965284943581,0.0863254442811012,0.0855889618396759,0.141740188002586,0.168997228145599
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,0.279037684202194,0.174237310886383,0.186607629060745,0.220610320568085,0.256079822778702,0.272065460681915,0.221967235207558,0.175859391689301,0.159353822469711,0.171953663229942
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.61311799287796,-0.639462769031525,-0.673700511455536,-0.598896265029907,-0.658903956413269,-0.656169533729553,-0.666826963424683,-0.635961413383484,-0.638041079044342,-0.589308321475983
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.339864790439606,-0.410829484462738,-0.464708805084229,-0.537024140357971,-0.488536387681961,-0.567920982837677,-0.573643207550049,-0.65274578332901,-0.51349949836731,-0.670135140419006
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.19053518772125,-1.09078657627106,-1.09974193572998,-0.919614315032959,-0.842107713222504,-1.05585384368896,-0.847820401191711,-0.992457151412964,-0.650652348995209,-0.577885270118713
Algeria,DZA,Rule of Law: Estimate,RL.EST,-0.804650962352753,-0.941968441009521,-0.916658818721771,-0.925012648105621,-0.806978523731232,-0.861034154891968,-0.798027575016022,-0.833022832870483,-0.833259999752045,-0.678364396095276
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-0.813460826873779,-0.847631812095642,-0.861599445343018,-0.903114080429077,-0.995263040065765,-1.0534600019455,-1.08850860595703,-1.01377856731415,-1.01191890239716,-0.979883790016174
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-1.30188941955566,-1.25690579414368,-1.2414299249649,-1.2794988155365,-1.34690141677856,-1.38831329345703,-1.35530030727386,-1.18196296691895,-1.06357324123383,-0.948087155818939
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,1.2206939458847,1.15172910690308,1.15941143035889,1.76228725910187,1.78064966201782,1.78022909164429,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,0.438561886548996,0.442817568778992,0.482561141252518,0.510476231575012,0.498675554990768,0.489976644515991,0.63264924287796,0.638740062713623,0.66762912273407,0.654167771339417
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.08068346977234,1.15167808532715,1.15855598449707,1.18432366847992,1.16629731655121,1.1449339389801,1.09020864963531,1.0668408870697,1.12317395210266,1.11422121524811
American Samoa,ASM,Rule of Law: Estimate,RL.EST,1.40731287002563,1.28552782535553,1.27915823459625,1.29530119895935,1.29659616947174,1.26820170879364,1.118488073349,1.13875997066498,1.22111594676971,1.21249115467072
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,1.31854784488678,0.970990180969238,0.980956017971039,0.952084183692932,..
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,0.177999645471573,0.15120430290699,0.121528759598732,-0.273731589317322,-0.306241989135742,-0.325278997421265,0.525310516357422,0.534613013267517,0.545899748802185,0.512013554573059
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.2206939458847,1.15172910690308,1.15941143035889,1.17178130149841,1.17894005775452,1.17618942260742,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.71216595172882,1.74073541164398,1.80540561676025,1.87694644927979,1.87921941280365,1.85192060470581,1.7492413520813,1.74892807006836,1.49526071548462,1.4754387140274
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.28659331798553,1.36598539352417,1.38275027275085,1.39288973808289,1.39124858379364,1.57736670970917,1.58867537975311,1.58125936985016,1.58598840236664,1.58346593379974
Andorra,AND,Rule of Law: Estimate,RL.EST,1.63860523700714,1.51319181919098,1.51293611526489,1.53556883335114,1.53650796413422,1.51021492481232,1.61518156528473,1.64205121994019,1.48548305034637,1.47689890861511
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.16595566272736,1.19445466995239,1.17644572257996,1.16151881217957,1.04703915119171,1.1081018447876,1.08533525466919,1.03249990940094,1.10678911209106,0.996939778327942
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,0.880748271942139,0.898378431797028,0.860476732254028,1.20018458366394,1.18732905387878,1.22192621231079,1.33542132377625,1.35934960842133,1.39833402633667,1.35054576396942
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.45822596549988,-1.42772650718689,-1.48399043083191,-1.44517171382904,-1.19948387145996,-1.05461812019348,-0.93506121635437,-0.649475812911987,-0.612375736236572,-0.60992020368576
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.05657386779785,-0.929087340831757,-0.971493542194366,-0.951988995075226,-1.00525164604187,-1.1284898519516,-1.25748455524445,-1.1263599395752,-1.02603423595428,-1.00890958309174
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.333232045173645,-0.50538581609726,-0.321580082178116,-0.387895494699478,-0.347208589315414,-0.368411600589752,-0.599917888641357,-0.710480749607086,-0.630108535289764,-0.34150505065918
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.07495403289795,-1.03065872192383,-1.00395023822784,-1.03998208045959,-1.00106203556061,-1.02354824542999,-0.951058804988861,-0.983753621578217,-1.02203571796417,-1.09906601905823
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.14532363414764,-1.17716491222382,-1.14032745361328,-1.09524345397949,-0.903594315052032,-0.793109953403473,-0.816005945205688,-0.859023571014404,-0.807577967643738,-0.737252414226532
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-0.860683441162109,-0.8636714220047,-0.969250917434692,-1.04546654224396,-0.8006831407547,-0.833844542503357,-0.856853485107422,-0.670014679431915,-0.606698572635651,-0.761388182640076
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,1.2206939458847,1.15172910690308,1.15941143035889,1.17178130149841,1.17894005775452,1.17618942260742,0.632067441940308,0.63789439201355,1.27027237415314,1.25135612487793
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,0.948003530502319,0.961984634399414,1.27626776695251,0.783770322799683,0.7747842669487,0.762365400791168,0.911797344684601,0.916287004947662,1.21938359737396,1.20168173313141
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.16425490379333,1.22000181674957,1.28404271602631,1.35839092731476,1.25506341457367,1.31704616546631,1.50384271144867,1.52878737449646,1.12317395210266,1.11422121524811
Anguilla,AIA,Rule of Law: Estimate,RL.EST,0.0195597112178802,-0.0804554671049118,-0.123508617281914,-0.146304741501808,-0.142874255776405,0.300148159265518,0.373447895050049,0.383823066949844,0.428014487028122,0.683675646781921
Anguilla,AIA,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,..,..,..,..,..
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,0.880748271942139,0.898378431797028,0.860476732254028,0.831705510616302,0.813936293125153,0.835124850273132,0.930365979671478,0.946981251239777,0.972116887569427,0.931279718875885
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.634795427322388,0.642609059810638,0.645367681980133,0.197911337018013,0.236501798033714,0.239614844322205,0.239038527011871,0.231868863105774,0.310727566480637,0.326792687177658
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,-0.0708797425031662,0.183234006166458,0.217992216348648,-0.0361118540167809,-0.0535420440137386,-0.0548009425401688,-0.204794809222221,-0.193900942802429,-0.160002663731575,0.380410820245743
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.984550714492798,0.987564265727997,0.859249651432037,0.73206090927124,0.823102116584778,0.938079655170441,0.929578840732574,0.949669897556305,0.938082098960876,0.923393249511719
Antigua and Barbuda,ATG,Rule of Law: Estimate,RL.EST,-0.175784200429916,0.553076863288879,0.472716420888901,0.40701898932457,0.376433491706848,0.363515615463257,0.407381147146225,0.303150534629822,0.390787124633789,0.378593176603317
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,VA.EST,0.558705985546112,0.594934701919556,0.633536577224731,0.608409464359283,0.578873872756958,0.731440126895905,0.741594791412354,0.729783952236176,0.724552810192108,0.741840481758118
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,RQ.EST,0.529373943805695,0.355818599462509,0.328430950641632,0.237126812338829,0.401309967041016,0.470356702804565,0.497693717479706,0.374506026506424,0.28908696770668,0.546036779880524
Argentina,ARG,Control of Corruption: Estimate,CC.EST,-0.549791395664215,-0.581265270709991,-0.299235552549362,-0.309002459049225,-0.0992739275097847,-0.107116244733334,-0.163570061326027,-0.422596842050552,-0.447221606969833,-0.360883951187134
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,-0.111114293336868,-0.0494756102561951,0.218796372413635,0.135085612535477,0.0280606187880039,-0.120795331895351,-0.254261821508408,-0.390557259321213,-0.28348970413208,-0.377517342567444
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.00512187136337161,0.00876413471996784,0.197749897837639,0.162542164325714,0.00690981233492494,-0.0978230908513069,-0.0719974040985107,0.000530058634467423,-0.0985943302512169,-0.127517908811569
Argentina,ARG,Rule of Law: Estimate,RL.EST,-0.866627335548401,-0.74863588809967,-0.320159524679184,-0.237312033772469,-0.219330430030823,-0.427360445261002,-0.486265957355499,-0.477947890758514,-0.482351809740067,-0.410826534032822
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.34527176618576,0.411758154630661,0.49326366186142,0.528708100318909,0.539252579212189,0.570874631404877,0.584501206874847,0.610777020454407,0.546316981315613,0.533921837806702
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,-1.0661495923996,-0.898022353649139,-0.347571164369583,-0.196430206298828,-0.195977628231049,-0.453079700469971,-0.498344272375107,-0.631172716617584,-0.697565734386444,-0.482535392045975
Armenia,ARM,Control of Corruption: Estimate,CC.EST,-0.565446794033051,-0.609746634960175,-0.659795224666595,-0.637015163898468,-0.409369438886642,-0.227039858698845,-0.003474973840639,0.0486846454441547,0.0279071740806103,0.0583996474742889
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.257329761981964,-0.331789612770081,-0.31255441904068,-0.251550018787384,-0.170582666993141,-0.226045966148376,-0.304547429084778,-0.282197445631027,-0.314792364835739,-0.184129968285561
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.297135800123215,-0.256798654794693,-0.667951107025146,-0.626211166381836,-0.451066911220551,-0.420024991035461,-0.77164489030838,-0.804041028022766,-0.740756273269653,-0.829278230667114
Armenia,ARM,Rule of Law: Estimate,RL.EST,-0.417726755142212,-0.462551325559616,-0.160894498229027,-0.209393918514252,-0.197214365005493,-0.177464514970779,-0.125831425189972,-0.119838461279869,-0.169515803456306,-0.122017979621887
